Entry	Entry name	Status	Protein names	Gene names	Organism	Gene ontology (biological process)	Cross-reference (STRING)
Q8YIY2	Q8YIY2_BRUME	unreviewed	Propionate-CoA ligase (EC 6.2.1.17)	BMEI0307	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2983;
Q8YBK3	Q8YBK3_BRUME	unreviewed	Chloride channel protein	BMEII0897	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1688;
Q8YGY7	Q8YGY7_BRUME	unreviewed	Uncharacterized protein	BMEI1018	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1191;
Q8YG12	Q8YG12_BRUME	unreviewed	Phage DNA packaging protein	BMEI1350	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0864;
Q8YD74	Q8YD74_BRUME	unreviewed	Translation initiation inhibitor	BMEII0303	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2253;
Q8YJM4	Q8YJM4_BRUME	unreviewed	Extracellular serine protease (EC 3.4.21.-)	BMEI0058	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0135;
Q8YAW6	Q8YAW6_BRUME	unreviewed	Transcriptional regulatory protein, lysr family	BMEII1135	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_1470;
Q8YCU5	Q8YCU5_BRUME	unreviewed	Ribose transport system permease protein rbsc	BMEII0433	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2132;
Q8YD21	Q8YD21_BRUME	unreviewed	Galactonate dehydratase (EC 4.2.1.6)	BMEII0356	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2206;
Q8YHJ9	Q8YHJ9_BRUME	unreviewed	Methylmalonyl-CoA mutase (EC 5.4.99.2)	BMEI0799	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2772;
Q8YBF8	Q8YBF8_BRUME	unreviewed	Maltose transport system permease protein malg	BMEII0942	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_1652;
Q8YC72	Q8YC72_BRUME	unreviewed	Response regulator protein	BMEII0660	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	phosphorelay signal transduction system [GO:0000160]	224914.BAWG_1917;
Q8YGM9	Q8YGM9_BRUME	unreviewed	Glutaredoxin	BMEI1129	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cell redox homeostasis [GO:0045454]	224914.BAWG_1080;
Q8YDQ3	Q8YDQ3_BRUME	unreviewed	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein	BMEII0122	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1351;
Q8YHU9	Q8YHU9_BRUME	unreviewed	Transporter, dme family	BMEI0697	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2670;
Q8YDZ6	Q8YDZ6_BRUME	unreviewed	Membrane-bound lytic murein transglycosylase b (EC 3.2.1.-)	BMEII0024	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	metabolic process [GO:0008152]	224914.BAWG_1443;
Q8YJ08	Q8YJ08_BRUME	unreviewed	Transcriptional regulator	BMEI0279	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2952;
Q8YF02	Q8YF02_BRUME	unreviewed	Glycine betaine-binding protein	BMEI1725	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0508;
Q8YJL2	Q8YJL2_BRUME	unreviewed	Uncharacterized protein	BMEI0071	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0125;
Q8YES5	Q8YES5_BRUME	unreviewed	NADP-dependent malic enzyme (EC 1.1.1.40)	BMEI1802	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YGI4	Q8YGI4_BRUME	unreviewed	Putative capsule polysaccharide export protein	BMEI1175	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1034;
Q8YCI2	Q8YCI2_BRUME	unreviewed	Metal-activated pyridoxal enzyme	BMEII0546	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2026;
Q8YH26	Q8YH26_BRUME	unreviewed	Nitrogen regulatory protein p-ii	BMEI0978	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	regulation of nitrogen utilization [GO:0006808]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	224914.BAWG_1226;
Q8YAY9	Q8YAY9_BRUME	unreviewed	Flagellar motor switch protein FliN	BMEII1112	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935]	224914.BAWG_1493;
Q8YCS0	Q8YCS0_BRUME	unreviewed	Uncharacterized protein	BMEII0458	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YDB9	Q8YDB9_BRUME	unreviewed	NADH-ubiquinone oxidoreductase 39 kd subunit (EC 1.6.5.3)	BMEII0259	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2299;
Q8YGZ5	Q8YGZ5_BRUME	unreviewed	Uncharacterized protein	BMEI1010	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1198;
Q8YI87	Q8YI87_BRUME	unreviewed	Transcriptional regulator, arsr family	BMEI0558	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2536;
Q8YDS1	Q8YDS1_BRUME	unreviewed	Transcriptional regulator, arac family	BMEII0104	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_1369;
Q8YCZ8	Q8YCZ8_BRUME	unreviewed	Uncharacterized protein	BMEII0379	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2184;
Q8YIJ9	Q8YIJ9_BRUME	unreviewed	Oxalate/formate antiporter	BMEI0445	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_2422;
Q8YDC4	Q8YDC4_BRUME	unreviewed	Nucleoside-diphosphate-sugar epimerase	BMEII0254	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2303;
Q8YJN4	Q8YJN4_BRUME	unreviewed	Uncharacterized protein	BMEI0048	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YDB1	Q8YDB1_BRUME	unreviewed	Hypothetical membrane spanning protein	BMEII0267	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2291;
Q8YH06	Q8YH06_BRUME	unreviewed	Glycosyltransferase	BMEI0998	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1208;
Q8YBA8	Q8YBA8_BRUME	unreviewed	Mrp protein homolog a	BMEII0992	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1607;
Q8YFG0	Q8YFG0_BRUME	unreviewed	Uncharacterized protein	BMEI1562	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YJ24	Q8YJ24_BRUME	unreviewed	Uncharacterized protein	BMEI0262	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2936;
Q8YB26	Q8YB26_BRUME	unreviewed	Hypothetical cytosolic protein	BMEII1075	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1530;
Q8YEM8	Q8YEM8_BRUME	unreviewed	Heme exporter protein D	BMEI1850	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cytochrome complex assembly [GO:0017004]; heme transport [GO:0015886]	224914.BAWG_0390;
Q8YEB9	Q8YEB9_BRUME	unreviewed	Methyltransferase (EC 2.1.1.-)	BMEI1959	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YDS8	Q8YDS8_BRUME	unreviewed	Cation-transporting P-type atpase b (EC 3.6.1.-)	BMEII0097	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1375;
Q8YFZ1	Q8YFZ1_BRUME	unreviewed	Uncharacterized protein	BMEI1371	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0841;
Q8YCZ9	Q8YCZ9_BRUME	unreviewed	Formate dehydrogenase alpha chain (EC 1.2.1.2)	BMEII0378	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2185;
Q8YGC4	Q8YGC4_BRUME	unreviewed	Short-chain dehydrogenase	BMEI1235	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0977;
Q8YJP5	Q8YJP5_BRUME	unreviewed	Hypothetical transcriptional regulatory protein	BMEI0037	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0155;
Q8YIP5	Q8YIP5_BRUME	unreviewed	Deoxyribonucleoside regulator / dihydroxyacetone kinase (EC 2.7.1.29)	BMEI0398	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	glycerol metabolic process [GO:0006071]	224914.BAWG_2379;
Q8YIR0	Q8YIR0_BRUME	unreviewed	5-methylcytosine-specific restriction enzyme a (EC 3.1.21.-)	BMEI0383	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_3059;
Q8YF65	Q8YF65_BRUME	unreviewed	Uncharacterized protein	BMEI1662	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YGI6	Q8YGI6_BRUME	unreviewed	Hypothetical membrane spanning protein	BMEI1173	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1036;
Q8YHT0	Q8YHT0_BRUME	unreviewed	Precorrin-6y c5,15-methyltransferase (Decarboxylating) (EC 2.1.1.132)	BMEI0716	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cobalamin biosynthetic process [GO:0009236]	224914.BAWG_2689;
Q8YJ45	Q8YJ45_BRUME	unreviewed	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)	BMEI0241	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2917;
Q8YGV7	Q8YGV7_BRUME	unreviewed	Hypothetical membrane associated protein	BMEI1048	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1161;
Q8YFC6	Q8YFC6_BRUME	unreviewed	Murein hydrolase export regulator	BMEI1596	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0628;
Q8YGF3	Q8YGF3_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI1206	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1004;
Q8YH18	Q8YH18_BRUME	unreviewed	Sec-independent protein tatd (EC 3.1.21.-)	BMEI0986	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1218;
Q8YG91	Q8YG91_BRUME	unreviewed	2-isopropylmalate synthase (EC 2.3.3.13)	BMEI1270	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	leucine biosynthetic process [GO:0009098]	224914.BAWG_0940;
Q8YGX9	Q8YGX9_BRUME	unreviewed	Outer membrane protein e	BMEI1026	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YE34	Q8YE34_BRUME	unreviewed	Hypothetical membrane spanning protein	BMEI2044	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0203;
Q8YI81	Q8YI81_BRUME	unreviewed	Dnaj-like protein djla	BMEI0564	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2542;
Q8YI36	Q8YI36_BRUME	unreviewed	Dihydrofolate reductase (EC 1.5.1.3)	BMEI0609	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	glycine biosynthetic process [GO:0006545]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]	224914.BAWG_2586;
Q8YJ54	Q8YJ54_BRUME	unreviewed	Transporter	BMEI0232	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2907;
Q8YDR4	Q8YDR4_BRUME	unreviewed	Icc protein	BMEII0111	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1362;
Q8YJL8	Q8YJL8_BRUME	unreviewed	Uncharacterized protein	BMEI0064	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YEW4	Q8YEW4_BRUME	unreviewed	Uncharacterized protein	BMEI1763	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0472;
Q8YFA5	Q8YFA5_BRUME	unreviewed	O-succinylhomoserine sulfhydrylase (OSH sulfhydrylase) (OSHS sulfhydrylase) (EC 2.5.1.-)	metZ BMEI1617	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	'de novo' L-methionine biosynthetic process [GO:0071266]; homocysteine biosynthetic process [GO:0071268]	224914.BAWG_0608;
Q8YBI2	Q8YBI2_BRUME	unreviewed	Uncharacterized protein	BMEII0918	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YDI9	Q8YDI9_BRUME	unreviewed	Hypothetical cytosolic protein	BMEII0187	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2332;
Q8YFB6	Q8YFB6_BRUME	unreviewed	Sensory transduction histidine kinase (EC 2.7.3.-)	BMEI1606	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0619;
Q8YCB8	Q8YCB8_BRUME	unreviewed	Transporter, dme family	BMEII0614	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1961;
Q8YF01	Q8YF01_BRUME	unreviewed	Glycine betaine/l-proline transport system permease protein prow	BMEI1726	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_0507;
Q8YET1	Q8YET1_BRUME	unreviewed	Methyltransferase (EC 2.1.1.-)	BMEI1796	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0440;
Q8YFP4	Q8YFP4_BRUME	unreviewed	Uncharacterized protein	BMEI1476	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YI73	Q8YI73_BRUME	unreviewed	Uncharacterized protein	BMEI0572	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2547;
Q8YBD0	Q8YBD0_BRUME	unreviewed	Membrane protein nosy	BMEII0970	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_1627;
Q8YHQ7	Q8YHQ7_BRUME	unreviewed	Integral membrane protein (Rhomboid family)	BMEI0739	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2713;
Q8YI10	Q8YI10_BRUME	unreviewed	Cobalt transport ATP-binding protein cbio	BMEI0635	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2611;
Q8YCS4	Q8YCS4_BRUME	unreviewed	Uncharacterized protein	BMEII0454	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YHF4	Q8YHF4_BRUME	unreviewed	Uncharacterized protein	BMEI0847	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	protein secretion [GO:0009306]	224914.BAWG_2818;
Q8YBX6	Q8YBX6_BRUME	unreviewed	Cytochrome d ubiquinol oxidase subunit i (EC 1.10.3.-)	BMEII0760	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	aerobic electron transport chain [GO:0019646]	224914.BAWG_1825;
Q8YBD2	Q8YBD2_BRUME	unreviewed	Nosx	BMEII0968	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YD63	Q8YD63_BRUME	unreviewed	Anthranilate synthase component ii (EC 4.1.3.27)	BMEII0314	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	glutamine metabolic process [GO:0006541]	224914.BAWG_2241;
Q8YG69	Q8YG69_BRUME	unreviewed	Fosmidomycin resistance protein	BMEI1292	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_0921;
Q8YFH8	Q8YFH8_BRUME	unreviewed	ATP synthase b chain (EC 3.6.3.14)	BMEI1543	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	ATP synthesis coupled proton transport [GO:0015986]	224914.BAWG_0682;
Q8YD69	Q8YD69_BRUME	unreviewed	Low affinity zinc transport membrane protein	BMEII0308	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2247;
Q8YGB5	Q8YGB5_BRUME	unreviewed	Transporter, dme family	BMEI1244	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0967;
Q8YD30	Q8YD30_BRUME	unreviewed	Membrane protein related to metalloendopeptidase	BMEII0347	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2215;
Q8YDJ6	Q8YDJ6_BRUME	unreviewed	Low affinity zinc transport membrane protein	BMEII0179	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1300;
Q8YI05	Q8YI05_BRUME	unreviewed	Cbim protein	BMEI0640	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transition metal ion transport [GO:0000041]	224914.BAWG_2615;
Q8YDK4	Q8YDK4_BRUME	unreviewed	Hypothetical cytosolic protein	BMEII0171	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	bacterial-type flagellum assembly [GO:0044780]	224914.BAWG_1307;
Q8YEV3	Q8YEV3_BRUME	unreviewed	Lactoylglutathione lyase, putative	BMEI1774	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0462;
Q8YDU9	Q8YDU9_BRUME	unreviewed	Nitrate reductase (EC 1.7.1.1)	BMEII0075	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	nitrate assimilation [GO:0042128]	224914.BAWG_1395;
Q8YG49	Q8YG49_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI1313	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0900;
Q8YJ74	Q8YJ74_BRUME	unreviewed	Uncharacterized protein	BMEI0212	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2885;
Q8YDR1	Q8YDR1_BRUME	unreviewed	sn-glycerol-3-phosphate transport system permease protein ugpe	BMEII0114	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_1359;
Q8YF60	Q8YF60_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI1667	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0562;
Q8YJL5	Q8YJL5_BRUME	unreviewed	Camp-dependent protein kinase regulatory subunit	BMEI0067	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0129;
Q8YJE0	Q8YJE0_BRUME	unreviewed	Hypothetical exported protein	BMEI0146	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0050;
Q8YEI6	Q8YEI6_BRUME	unreviewed	Hypothetical cytosolic protein (Cysteine-rich)	BMEI1892	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0348;
Q8YF67	Q8YF67_BRUME	unreviewed	Uncharacterized protein	BMEI1658	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0570;
Q8YJH2	Q8YJH2_BRUME	unreviewed	Asparagine transport ATP-binding protein	BMEI0111	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0082;
Q8YH37	Q8YH37_BRUME	unreviewed	Nad-dependent malic enzyme (EC 1.1.1.39)	BMEI0967	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	malate metabolic process [GO:0006108]	224914.BAWG_1238;
Q8YJ31	Q8YJ31_BRUME	unreviewed	Uncharacterized protein	BMEI0255	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YGE5	Q8YGE5_BRUME	unreviewed	Uncharacterized protein	BMEI1214	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0995;
Q8YAZ8	Q8YAZ8_BRUME	unreviewed	Phosphatidylglycerophosphatase b (EC 3.1.3.27)	BMEII1103	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1501;
Q8YIU0	Q8YIU0_BRUME	unreviewed	Hypothetical transcription regulator	BMEI0352	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_3028;
Q8YFN3	Q8YFN3_BRUME	unreviewed	Colicin v production protein	BMEI1487	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	toxin biosynthetic process [GO:0009403]	224914.BAWG_0738;
Q8YD79	Q8YD79_BRUME	unreviewed	Uncharacterized protein	BMEII0298	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2259;
Q8YDF1	Q8YDF1_BRUME	unreviewed	6-oxohexanoate dehydrogenase	BMEII0225	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2369;
Q8YBW4	Q8YBW4_BRUME	unreviewed	Hypothetical cytosolic protein	BMEII0772	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cellular response to oxidative stress [GO:0034599]	
Q8YBH4	Q8YBH4_BRUME	unreviewed	Site-determining protein	BMEII0926	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cell division [GO:0051301]	224914.BAWG_1665;
Q8YG06	Q8YG06_BRUME	unreviewed	Peptidoglycan binding domain containing protein	BMEI1356	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0857;
Q8YHB9	Q8YHB9_BRUME	unreviewed	UPF0056 inner membrane protein	BMEI0883	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YJ20	Q8YJ20_BRUME	unreviewed	Pyruvate carboxylase (EC 6.4.1.1)	BMEI0266	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090]	224914.BAWG_2940;
Q8YB31	Q8YB31_BRUME	unreviewed	Adhesin aida-i	BMEII1070	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YIJ6	Q8YIJ6_BRUME	unreviewed	Uncharacterized protein	BMEI0448	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
F8WJP0	F8WJP0_BRUME	unreviewed	Alkylated DNA repair protein alkb	BMEII0739	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1844;
Q8YHY4	Q8YHY4_BRUME	unreviewed	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	BMEI0661	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2634;
Q8YAY1	Q8YAY1_BRUME	unreviewed	Iron(Iii)-binding periplasmic protein	BMEII1120	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1485;
Q8YCB6	Q8YCB6_BRUME	unreviewed	Hypothetical membrane spanning protein	BMEII0616	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1959;
Q8YC91	Q8YC91_BRUME	unreviewed	Transcriptional regulator, arac family	BMEII0641	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_1937;
Q8YD51	Q8YD51_BRUME	unreviewed	Homoserine dehydrogenase	BMEII0326	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2233;
Q8YBV3	Q8YBV3_BRUME	unreviewed	Na(+)-linked d-alanine glycine permease	BMEII0783	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1803;
Q8YJA7	Q8YJA7_BRUME	unreviewed	Uncharacterized protein	BMEI0179	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0018;
Q8YFR0	Q8YFR0_BRUME	unreviewed	SURF1-like protein	BMEI1460	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0763;
Q8YIA4	Q8YIA4_BRUME	unreviewed	Uncharacterized protein	BMEI0541	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
